Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,UT1,AA5,UT2,AA6,UT3,AA7,UT4,AA8
O60830;O60830-2,O60830;O60830-2;V9GYS0,TI17B_HUMAN,TIMM17B,Mitochondrial import inner membrane translocase subunit Tim17-B,2.94E+06,3.28E+06,3.22E+06,3.89E+06,4.32E+06,3.58E+06,2.92E+06,2.75E+06
O60831,O60831;A6NM71,PRAF2_HUMAN,PRAF2,PRA1 family protein 2,4.76E+06,4.09E+06,3.58E+06,4.56E+06,4.68E+06,3.93E+06,4.17E+06,3.03E+06
O60832,O60832;O60832-2;C9IYT0;H7C2Q2,DKC1_HUMAN,DKC1,H/ACA ribonucleoprotein complex subunit DKC1,1.31E+07,1.49E+07,1.28E+07,1.50E+07,1.42E+07,1.50E+07,1.31E+07,1.40E+07
O60841,O60841;A0A087WUT6,IF2P_HUMAN,EIF5B,Eukaryotic translation initiation factor 5B,4.18E+07,4.15E+07,3.97E+07,3.80E+07,4.13E+07,3.85E+07,3.97E+07,4.37E+07
O60869,O60869;O60869-2;O60869-3,EDF1_HUMAN,EDF1,Endothelial differentiation-related factor 1,4.81E+07,3.57E+07,4.93E+07,3.04E+07,4.65E+07,3.64E+07,4.10E+07,3.34E+07
O60870;O60870-2,O60870;O60870-2,KIN17_HUMAN,KIN,DNA/RNA-binding protein KIN17,2.09E+06,2.19E+06,2.47E+06,1.70E+06,2.77E+06,2.23E+06,2.13E+06,2.38E+06
O60879;O60879-2;O60879-3,O60879;O60879-2;O60879-3;K4DI95;C9J6U3;A6NML8,DIAP2_HUMAN,DIAPH2,Protein diaphanous homolog 2,1.22E+06,2.09E+06,1.32E+06,1.29E+06,1.46E+06,1.60E+06,1.03E+06,1.30E+06
O60884,O60884;A0A087WT48,DNJA2_HUMAN,DNAJA2,DnaJ homolog subfamily A member 2,1.65E+07,1.74E+07,1.74E+07,1.70E+07,1.79E+07,1.71E+07,1.81E+07,1.81E+07
O60885,O60885;O60885-2;O60885-3;Q15059;Q15059-2;M0QZD9,BRD4_HUMAN,BRD4,Bromodomain-containing protein 4,1.21E+07,1.11E+07,1.21E+07,1.10E+07,1.14E+07,1.13E+07,1.21E+07,1.11E+07
O60888;O60888-2;O60888-3,O60888;O60888-2;O60888-3;C9IZG4,CUTA_HUMAN,CUTA,Protein CutA,3.11E+07,3.19E+07,3.30E+07,3.45E+07,3.21E+07,3.43E+07,3.53E+07,3.42E+07
O60907;O60907-2,O60907;O60907-2;A0A804HJZ5;A0A2R8YFW3,TBL1X_HUMAN,TBL1X,F-box-like/WD repeat-containing protein TBL1X,,471741,454237,343283,436151,465686,355413,563969
O60921,O60921;O60921-2;C9JA95;C9JCK8;F8WAW9,HUS1_HUMAN,HUS1,Checkpoint protein HUS1,1.19E+06,1.25E+06,975070,1.30E+06,1.42E+06,1.55E+06,1.10E+06,1.43E+06
O60925,O60925;E5RGS4,PFD1_HUMAN,PFDN1,Prefoldin subunit 1,1.59E+07,2.07E+07,1.90E+07,1.73E+07,2.18E+07,1.73E+07,1.97E+07,2.10E+07
O60927,O60927,PP1RB_HUMAN,PPP1R11,E3 ubiquitin-protein ligase PPP1R11,177967,,488018,447801,442423,408849,259499,360127
O60931;O60931-2,O60931;O60931-2;A0A669KAZ5;I3L4A9;A0A669KB82,CTNS_HUMAN,CTNS,Cystinosin,,1.78E+06,,1.43E+06,1.55E+06,1.91E+06,1.51E+06,
O60934,O60934;A0A0C4DG07,NBN_HUMAN,NBN,Nibrin,6.72E+06,8.56E+06,6.81E+06,8.51E+06,7.71E+06,8.11E+06,7.40E+06,8.82E+06
O60942,O60942;O60942-2;O60942-3;O60942-4,MCE1_HUMAN,RNGTT,mRNA-capping enzyme,4.34E+06,6.48E+06,5.45E+06,7.13E+06,5.52E+06,6.51E+06,4.19E+06,6.92E+06
O75027;O75027-2,O75027;O75027-2;O75027-3;A0A2R8Y473;B4DGL8;A0A5F9ZA98;A0A087WW65;A0A590UJS8,ABCB7_HUMAN,ABCB7,"Iron-sulfur clusters transporter ABCB7, mitochondrial",1.33E+06,1.82E+06,,1.66E+06,2.72E+06,,,1.86E+06
O75044,Q7Z6B7;Q7Z6B7-2;O75044;A0A075B7B5;G5EA48;B7ZM87;Q5VZB4,SRGP2_HUMAN,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,1.62E+06,1.35E+06,1.60E+06,1.38E+06,1.60E+06,1.63E+06,1.31E+06,1.58E+06
O75054,O75054;O75054-2,IGSF3_HUMAN,IGSF3,Immunoglobulin superfamily member 3,553513,879123,510481,644444,572762,614552,375887,480322
O75063,O75063,XYLK_HUMAN,FAM20B,Glycosaminoglycan xylosylkinase,364075,332984,388598,338128,,,396121,306015
O75083,O75083;D6RD66,WDR1_HUMAN,WDR1,WD repeat-containing protein 1,4.83E+07,4.51E+07,4.75E+07,4.57E+07,4.70E+07,4.90E+07,4.47E+07,5.13E+07
O75113,O75113,N4BP1_HUMAN,N4BP1,NEDD4-binding protein 1,312752,640198,446640,504110,525992,546443,590322,589423
O75116,O75116;E9PF63;Q14DU5,ROCK2_HUMAN,ROCK2,Rho-associated protein kinase 2,6.14E+06,5.19E+06,5.94E+06,5.43E+06,5.79E+06,5.58E+06,5.81E+06,5.34E+06
O75122,O75122;E3W994;J3KR49;A0A804HJG7,CLAP2_HUMAN,CLASP2,CLIP-associating protein 2,1.69E+06,1.40E+06,1.47E+06,1.27E+06,1.54E+06,1.15E+06,1.51E+06,1.40E+06
O75122-3,O75122;O75122-3;H7C4M5;E3W994;J3KR49;A0A0U1RQI6;E7ERI8;A0A804HJG7;E7EW49,CLAP2_HUMAN,CLASP2,Isoform 3 of CLIP-associating protein 2,7.65E+06,7.78E+06,7.68E+06,7.44E+06,8.13E+06,7.59E+06,7.95E+06,8.04E+06
O75127,O75127;G3V325,PTCD1_HUMAN,PTCD1,"Pentatricopeptide repeat-containing protein 1, mitochondrial",1.81E+06,1.52E+06,1.56E+06,1.96E+06,1.99E+06,1.84E+06,1.03E+06,1.58E+06
O75131,O75131;E5RHZ0;H0YB26;A0A087WYQ3,CPNE3_HUMAN,CPNE3,Copine-3,3.77E+07,4.09E+07,3.62E+07,3.92E+07,3.50E+07,3.90E+07,3.09E+07,3.82E+07
O75143;O75143-2;O75143-4;O75143-5,O75143;O75143-2;O75143-3;O75143-4;O75143-5;H0YEM7,ATG13_HUMAN,ATG13,Autophagy-related protein 13,2.01E+06,2.12E+06,1.54E+06,2.66E+06,2.98E+06,2.41E+06,2.31E+06,2.42E+06
O75146,O75146,HIP1R_HUMAN,HIP1R,Huntingtin-interacting protein 1-related protein,2.38E+06,2.06E+06,2.07E+06,2.05E+06,2.59E+06,1.90E+06,2.45E+06,1.69E+06
O75147;O75147-1;O75147-2;O75147-4,O75147;O75147-2;O75147-1;O75147-4;A8MSZ8;A6NN50,OBSL1_HUMAN,OBSL1,Obscurin-like protein 1,1.39E+06,646645,1.64E+06,683241,1.43E+06,700484,1.49E+06,661021
O75150,O75150;O75150-3;O75150-4;H3BUL6;H3BQ99;I3L332;H3BP71,BRE1B_HUMAN,RNF40,E3 ubiquitin-protein ligase BRE1B,1.36E+07,9.64E+06,1.41E+07,9.08E+06,1.41E+07,9.12E+06,1.39E+07,1.03E+07
O75152,A0A1B0GTU1;O75152;E9PQ61;A0A1W2PPR9;E9PBY7;A0A494C0C4,ZC11A_HUMAN,ZC3H11A,Zinc finger CCCH domain-containing protein 11A,1.54E+07,1.69E+07,1.67E+07,1.65E+07,1.48E+07,1.77E+07,1.61E+07,1.56E+07
O75153,O75153;A0A494C0R8;I3L2B0;K7EIG1,CLU_HUMAN,CLUH,Clustered mitochondria protein homolog,1.75E+07,1.24E+07,1.81E+07,1.26E+07,1.80E+07,1.26E+07,1.84E+07,1.34E+07
O75155,O75155;O75155-2,CAND2_HUMAN,CAND2,Cullin-associated NEDD8-dissociated protein 2,1.72E+06,2.17E+06,2.16E+06,2.06E+06,2.05E+06,2.43E+06,2.63E+06,2.58E+06
O75157;O75157-2,O75157;O75157-2,T22D2_HUMAN,TSC22D2,TSC22 domain family protein 2,3.79E+06,3.90E+06,4.12E+06,3.51E+06,3.58E+06,3.62E+06,3.73E+06,3.89E+06
O75164,O75164,KDM4A_HUMAN,KDM4A,Lysine-specific demethylase 4A,2.54E+06,2.80E+06,3.02E+06,3.13E+06,2.80E+06,2.76E+06,2.79E+06,3.24E+06
O75165,O75165;A0A3B3IRM0,DJC13_HUMAN,DNAJC13,DnaJ homolog subfamily C member 13,2.55E+06,2.86E+06,2.89E+06,2.55E+06,2.43E+06,2.57E+06,2.87E+06,2.77E+06
O75170-2;O75170-3;O75170-4;O75170-5;O75170-6,O75170;O75170-2;O75170-3;O75170-4;O75170-5;O75170-6;A0A0A0MSJ8;T1ECW5,PP6R2_HUMAN,PPP6R2,Isoform 2 of Serine/threonine-protein phosphatase 6 regulatory subunit 2,294147,,254664,,321210,,303357,
O75175,O75175;A0A0G2JPP0;H7C5J4;A0A0G2JN65;H0Y5X7,CNOT3_HUMAN,CNOT3,CCR4-NOT transcription complex subunit 3,7.87E+06,7.83E+06,8.31E+06,6.61E+06,9.24E+06,7.30E+06,8.85E+06,7.94E+06
O75179;O75179-2,Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6;O75179;O75179-2;O75179-6;O75179-7;H3BLS9;H0YLQ3;E9PDP5;H7C2F5;H0Y4P6;H0YM23,ANR17_HUMAN,ANKRD17,Ankyrin repeat domain-containing protein 17,1.26E+07,1.06E+07,1.24E+07,1.01E+07,1.24E+07,9.97E+06,1.28E+07,1.02E+07
O75182;O75182-2,O75182;O75182-2;O75182-3;M0R271,SIN3B_HUMAN,SIN3B,Paired amphipathic helix protein Sin3b,382885,281093,403364,368784,386452,313911,498519,282473
O75190,P25686;P25686-2;Q8NHS0;O75190;O75190-2;O75190-3;O75190-4;C9JRD2;A0A0J9YX62;C9J2C4;C9JXB9,DNJB6_HUMAN,DNAJB6,DnaJ homolog subfamily B member 6,8.69E+06,6.40E+06,7.66E+06,6.31E+06,7.60E+06,5.75E+06,7.33E+06,6.00E+06
O75191,O75191;O75191-2;A0A3B3IRM4,XYLB_HUMAN,XYLB,Xylulose kinase,1.42E+06,2.00E+06,1.89E+06,1.87E+06,1.28E+06,1.53E+06,1.27E+06,2.25E+06
O75208,O75208;O75208-2;H3BNT2;H3BRC0;H3BVA5;H3BSJ5;H3BPC6;H3BPW3,COQ9_HUMAN,COQ9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",421828,606084,483738,851790,564445,672432,372558,546005
O75223,O75223;O75223-3;M0QZK8,GGCT_HUMAN,GGCT,Gamma-glutamylcyclotransferase,1.23E+07,1.37E+07,9.77E+06,1.34E+07,9.81E+06,1.35E+07,1.16E+07,1.24E+07
O75251;O75251-2,O75251;O75251-2;F5H5N1;F5GXJ1,NDUS7_HUMAN,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",7.06E+06,8.04E+06,7.49E+06,9.60E+06,7.86E+06,8.88E+06,5.18E+06,6.01E+06
O75306,O75306;O75306-2;A0A7I2YQD8;A0A7I2V3J6;A0A7I2V517;A0A7I2V4G5;A0A7I2V5E2;A0A7I2V5G4;A0A7I2V4X8;A0A7I2V5D5;A0A7I2V596;A0A7I2V2B9;A0A7I2V630;A0A7I2V410;A0A7I2V4W5;A0A7I2YQG7,NDUS2_HUMAN,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",6.92E+06,6.97E+06,6.28E+06,9.95E+06,7.17E+06,9.13E+06,5.65E+06,7.79E+06
O75312,O75312;H7BZM7;H7C0E5,ZPR1_HUMAN,ZPR1,Zinc finger protein ZPR1,7.25E+06,7.66E+06,7.22E+06,6.86E+06,7.57E+06,7.69E+06,7.12E+06,7.39E+06
O75319,O75319;O75319-2;H7C0E6,DUS11_HUMAN,DUSP11,RNA/RNP complex-1-interacting phosphatase,2.60E+06,3.03E+06,2.23E+06,2.18E+06,1.94E+06,2.12E+06,2.33E+06,1.85E+06
O75330;O75330-2;O75330-3,O75330;O75330-2;O75330-3;O75330-4,HMMR_HUMAN,HMMR,Hyaluronan mediated motility receptor,1.96E+06,2.00E+06,2.47E+06,1.97E+06,2.23E+06,1.68E+06,2.48E+06,1.80E+06
O75340;O75340-2,O75340;O75340-2;A0A024QZ42,PDCD6_HUMAN,PDCD6,Programmed cell death protein 6,1.09E+07,1.52E+07,1.69E+07,1.42E+07,1.41E+07,1.55E+07,1.72E+07,1.31E+07
O75347,O75347;O75347-2;E5RJD8;E5RIW3;E5RHG6,TBCA_HUMAN,TBCA,Tubulin-specific chaperone A,1.63E+08,1.90E+08,2.04E+08,1.37E+08,1.58E+08,1.83E+08,1.87E+08,1.57E+08
O75348,O75348,VATG1_HUMAN,ATP6V1G1,V-type proton ATPase subunit G 1,2.15E+07,1.99E+07,1.71E+07,1.66E+07,1.97E+07,1.76E+07,1.99E+07,1.86E+07
O75351,O75351,VPS4B_HUMAN,VPS4B,Vacuolar protein sorting-associated protein 4B,2.19E+07,2.12E+07,1.99E+07,1.86E+07,2.00E+07,1.89E+07,1.84E+07,1.98E+07
O75352;O75352-2,O75352;O75352-2;J3KT75;J3QW43;I3L261;J3QRD5;I3L4E0;I3L4T1;J3KTK8;I3L405;J3QS48;I3L1D2;I3L295;J3KSI4;J3QQZ4,MPU1_HUMAN,MPDU1,Mannose-P-dolichol utilization defect 1 protein,2.48E+06,2.55E+06,1.84E+06,4.98E+06,2.51E+06,3.32E+06,2.00E+06,2.88E+06
O75367;O75367-3,O75367;O75367-2;O75367-3,H2AY_HUMAN,MACROH2A1,Core histone macro-H2A.1,3.77E+07,4.48E+07,3.11E+07,3.93E+07,3.92E+07,3.94E+07,3.16E+07,4.19E+07
O75368,O75368,SH3L1_HUMAN,SH3BGRL,SH3 domain-binding glutamic acid-rich-like protein,605409,474251,,1.31E+06,813419,883672,646867,822583
O75369-8,O75369;O75369-2;O75369-3;O75369-7;O75369-4;O75369-5;O75369-6;O75369-8;O75369-9;A0A804HL72;E7EN95;A0A804HK76,FLNB_HUMAN,FLNB,Isoform 8 of Filamin-B,3.49E+07,3.49E+07,3.56E+07,3.16E+07,3.36E+07,3.28E+07,3.53E+07,3.29E+07
O75376;O75376-2,O75376;O75376-2;O75376-3;Q9Y618;Q9Y618-4;Q9Y618-5;C9JQE8;H0YGK8;C9J330;A0A088AWL3;E7EW50;C9JE98;E7EVU5;J3KS51;C9J0Q5;H7C1Y3,NCOR1_HUMAN,NCOR1,Nuclear receptor corepressor 1,1.97E+06,2.26E+06,2.12E+06,1.86E+06,2.09E+06,2.28E+06,2.16E+06,2.19E+06
O75380,O75380,NDUS6_HUMAN,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",3.18E+06,2.37E+06,2.25E+06,3.03E+06,2.82E+06,2.47E+06,2.10E+06,1.92E+06
O75381;O75381-2,O75381;O75381-2,PEX14_HUMAN,PEX14,Peroxisomal membrane protein PEX14,6.89E+06,5.99E+06,6.60E+06,6.75E+06,7.27E+06,7.20E+06,7.27E+06,5.14E+06
O75390,O75390;F8VR34;B4DJV2;F8VPA1;A0A0C4DGI3;F8VRI6,CISY_HUMAN,CS,"Citrate synthase, mitochondrial",5.66E+07,5.96E+07,5.19E+07,6.94E+07,6.22E+07,6.98E+07,4.46E+07,5.18E+07
O75391,O75391;I3L0X5,SPAG7_HUMAN,SPAG7,Sperm-associated antigen 7,1.28E+07,9.61E+06,1.20E+07,9.23E+06,1.15E+07,9.34E+06,1.25E+07,8.62E+06
O75394,O75394,RM33_HUMAN,MRPL33,"39S ribosomal protein L33, mitochondrial",1.49E+06,1.44E+06,1.57E+06,1.52E+06,1.95E+06,1.77E+06,788868,904939
O75396,O75396,SC22B_HUMAN,SEC22B,Vesicle-trafficking protein SEC22b,1.35E+07,1.37E+07,1.47E+07,1.58E+07,1.36E+07,1.59E+07,1.23E+07,1.58E+07
O75400,O75400;O75400-2;O75400-3;A0A7N4I394;F5H578,PR40A_HUMAN,PRPF40A,Pre-mRNA-processing factor 40 homolog A,2.35E+07,2.36E+07,2.46E+07,2.32E+07,2.21E+07,2.60E+07,2.37E+07,2.43E+07
O75410;O75410-2;O75410-9,O75410;O75410-2;O75410-3;O75410-4;O75410-5;O75410-6;O75410-7;O75410-9;O75410-10;O95359;O95359-1;O95359-2;O95359-3;O95359-5;O95359-6;E7ET87;H0Y9C3;E7EMZ9;Q4VXL8;D6RAA5;E7EVI4;E9PBC6;Q4VXL4,TACC1_HUMAN,TACC1,Transforming acidic coiled-coil-containing protein 1,2.43E+06,2.19E+06,3.18E+06,2.87E+06,2.78E+06,2.48E+06,3.32E+06,2.89E+06
O75414;O75414-2,O75414;O75414-2;C9J9V6;A0A2R8Y7V2;A0A0C4DG91;A0A2R8Y547;C9JQB1,NDK6_HUMAN,NME6,Nucleoside diphosphate kinase 6,920216,712193,681181,1.10E+06,935348,1.07E+06,,663445
O75419;O75419-2;O75419-3,O75419;O75419-2;O75419-3;A0A5K1VW85;A0A5F9ZH29,CDC45_HUMAN,CDC45,Cell division control protein 45 homolog,5.94E+06,6.34E+06,5.41E+06,5.66E+06,6.67E+06,6.82E+06,5.36E+06,7.38E+06
O75431;O75431-2,O75431;O75431-2;C9JNK6,MTX2_HUMAN,MTX2,Metaxin-2,6.96E+06,9.04E+06,5.58E+06,7.42E+06,6.55E+06,8.75E+06,4.83E+06,7.90E+06
O75436,O75436,VP26A_HUMAN,VPS26A,Vacuolar protein sorting-associated protein 26A,2.26E+07,2.24E+07,2.27E+07,2.09E+07,2.60E+07,2.25E+07,2.47E+07,2.16E+07
O75438,O75438,NDUB1_HUMAN,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,6.01E+06,4.32E+06,5.11E+06,5.61E+06,5.43E+06,6.67E+06,2.80E+06,4.15E+06
O75439,O75439;G3V0E4;F8WAZ6;F8WBE1;F8WEA6,MPPB_HUMAN,PMPCB,Mitochondrial-processing peptidase subunit beta,1.13E+07,9.89E+06,1.02E+07,1.27E+07,1.19E+07,1.17E+07,7.99E+06,8.56E+06
O75446,O75446,SAP30_HUMAN,SAP30,Histone deacetylase complex subunit SAP30,3.55E+06,3.98E+06,4.06E+06,4.03E+06,4.33E+06,3.79E+06,3.46E+06,4.37E+06
O75448;O75448-2,O75448;O75448-2;B9TX62;A0A0B4J1W0;F5GY88,MED24_HUMAN,MED24,Mediator of RNA polymerase II transcription subunit 24,2.24E+06,2.31E+06,2.93E+06,2.09E+06,2.25E+06,2.34E+06,2.38E+06,2.16E+06
O75449,O75449;B7ZBC8,KTNA1_HUMAN,KATNA1,Katanin p60 ATPase-containing subunit A1,3.74E+06,3.70E+06,3.66E+06,3.45E+06,3.65E+06,4.12E+06,3.39E+06,4.19E+06
O75461,O75461;O75461-2;O75461-3,E2F6_HUMAN,E2F6,Transcription factor E2F6,,,,798133,,,,
O75467,Q6AW86;O75467;M0R1X9;M0R3B5;M0R0B1;Q96I98;M0R090,Z324A_HUMAN,ZNF324,Zinc finger protein 324A,8.01E+07,1.03E+08,1.18E+08,9.82E+07,1.11E+08,1.17E+08,9.05E+07,1.15E+08
O75474,O75474,FRAT2_HUMAN,FRAT2,GSK-3-binding protein FRAT2,76082.1,,132202,,137272,69990.1,141420,119697
O75475,O75475,PSIP1_HUMAN,PSIP1,PC4 and SFRS1-interacting protein,2.16E+07,2.19E+07,2.05E+07,2.29E+07,2.05E+07,2.22E+07,2.32E+07,2.31E+07
O75477,O75477;B0QZ43,ERLN1_HUMAN,ERLIN1,Erlin-1,7.11E+06,6.90E+06,6.27E+06,8.77E+06,7.58E+06,7.90E+06,5.47E+06,7.19E+06
O75487,O75487;O75487-2,GPC4_HUMAN,GPC4,Glypican-4,982663,666671,1.19E+06,643448,1.10E+06,535358,1.21E+06,555211
O75489,O75489,NDUS3_HUMAN,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",1.49E+07,1.78E+07,1.47E+07,2.18E+07,1.72E+07,2.03E+07,1.30E+07,1.73E+07
O75494;O75494-2;O75494-3;O75494-4;O75494-5;O75494-6,O75494;O75494-2;O75494-3;O75494-4;O75494-5;O75494-6;Q6IQ42;R4GMP8;Q5JRI1,SRS10_HUMAN,SRSF10,Serine/arginine-rich splicing factor 10,3.48E+07,4.21E+07,3.49E+07,4.14E+07,3.14E+07,3.77E+07,3.05E+07,4.02E+07
O75496,O75496;H7C608;E2QRF9,GEMI_HUMAN,GMNN,Geminin,1.14E+07,9.93E+06,1.32E+07,1.14E+07,1.44E+07,9.98E+06,1.39E+07,1.07E+07
O75503,O75503;A0A1B0GTV7;A0A1B0GV94;A0A1B0GUE8;A0A1B0GWJ7;A0A1C7CYZ2;A0A087WZY0;A0A1B0GU14;A0A1B0GWI2;A0A1B0GTR6;A0A1B0GVL0,CLN5_HUMAN,CLN5,Ceroid-lipofuscinosis neuronal protein 5,1.02E+06,1.06E+06,842437,846132,1.15E+06,,1.08E+06,
O75521;O75521-2,O75521;O75521-2;A0A0C4DGA2,ECI2_HUMAN,ECI2,Enoyl-CoA delta isomerase 2,5.71E+06,6.09E+06,6.17E+06,6.79E+06,5.68E+06,6.58E+06,5.66E+06,5.86E+06
O75525;O75525-2,O75525;O75525-2;H0YAQ3;E5RG12;H0YAQ1;E5RJZ9,KHDR3_HUMAN,KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",3.53E+06,,3.75E+06,3.45E+06,3.55E+06,2.50E+06,3.25E+06,3.21E+06
O75528,O75528;O75528-2,TADA3_HUMAN,TADA3,Transcriptional adapter 3,908564,768542,695645,645936,,829193,,822432
O75529,O75529;O75529-2,TAF5L_HUMAN,TAF5L,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,814401,641140,662396,663345,1.11E+06,793113,646531,708335
O75530;O75530-2;O75530-3,O75530;O75530-2;O75530-3;A0A5F9ZI63,EED_HUMAN,EED,Polycomb protein EED,3.25E+06,4.06E+06,3.08E+06,3.66E+06,2.98E+06,3.86E+06,3.43E+06,3.26E+06
O75531,O75531,BAF_HUMAN,BANF1,Barrier-to-autointegration factor,1.57E+07,2.79E+07,1.61E+07,2.24E+07,1.80E+07,2.28E+07,1.90E+07,2.43E+07
O75533,O75533,SF3B1_HUMAN,SF3B1,Splicing factor 3B subunit 1,5.24E+07,5.33E+07,5.22E+07,5.20E+07,5.05E+07,5.42E+07,5.37E+07,5.61E+07
O75534;O75534-4,O75534;O75534-2;O75534-3;O75534-4;E9PLD4,CSDE1_HUMAN,CSDE1,Cold shock domain-containing protein E1,4.86E+07,3.19E+07,4.78E+07,2.88E+07,4.70E+07,2.94E+07,4.68E+07,2.82E+07
O75554;O75554-2,O75554;O75554-2,WBP4_HUMAN,WBP4,WW domain-binding protein 4,2.36E+06,3.02E+06,2.85E+06,3.16E+06,2.46E+06,3.41E+06,3.02E+06,3.58E+06
O75569,O75569;O75569-2;O75569-3;A0A7I2V2P4;F8WEG8;A0A7I2V593;C9JMM3;A0A7I2V315;A0A7I2YQ87;A0A7I2V5H3;G5E9Q4;A0A7I2V3L6;A0A7I2V5C2,PRKRA_HUMAN,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,6.47E+06,7.63E+06,6.87E+06,7.62E+06,6.89E+06,7.04E+06,6.51E+06,7.35E+06
O75575;O75575-2;O75575-3,O75575;O75575-2;O75575-3;H7C0S8,RPC9_HUMAN,CRCP,DNA-directed RNA polymerase III subunit RPC9,,,,,181627,,,
O75582,O75582;O75582-2;A0A3B3ISL8;G3V2D1,KS6A5_HUMAN,RPS6KA5,Ribosomal protein S6 kinase alpha-5,4.24E+06,4.77E+06,3.68E+06,4.28E+06,3.96E+06,4.26E+06,3.36E+06,4.11E+06
O75586;O75586-2,O75586;O75586-2;A0A087WYL7;G3V4A5,MED6_HUMAN,MED6,Mediator of RNA polymerase II transcription subunit 6,,,,2.91E+06,2.15E+06,,,3.79E+06
O75592;O75592-2,O75592;O75592-2;H7C3U4;A0A804HIR9;A0A804HKQ1;A0A804HL12;A0A804HJ25;A0A499FJI4,MYCB2_HUMAN,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,1.38E+06,1.51E+06,1.56E+06,1.66E+06,1.53E+06,1.49E+06,1.44E+06,1.58E+06
O75607,O75607,NPM3_HUMAN,NPM3,Nucleoplasmin-3,2.79E+07,3.08E+07,2.96E+07,2.89E+07,2.84E+07,3.24E+07,2.52E+07,2.69E+07
O75608;O75608-2,O75608;O75608-2;B4DP64;A0A087X1K9,LYPA1_HUMAN,LYPLA1,Acyl-protein thioesterase 1,2.84E+07,3.19E+07,2.36E+07,3.10E+07,2.11E+07,3.02E+07,1.49E+07,2.67E+07
O75616,O75616;O75616-2;J3QSB2;J3QRV9;J3QT61,ERAL1_HUMAN,ERAL1,"GTPase Era, mitochondrial",3.13E+06,3.70E+06,2.37E+06,5.19E+06,3.96E+06,4.21E+06,2.09E+06,3.53E+06
O75629,O75629;A0A3B3IRL2,CREG1_HUMAN,CREG1,Protein CREG1,,1.99E+06,,2.61E+06,2.20E+06,,1.40E+06,
O75643,O75643;A0A494C1A5,U520_HUMAN,SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase,3.28E+07,3.31E+07,3.42E+07,3.19E+07,3.57E+07,3.15E+07,3.53E+07,3.30E+07
O75648;O75648-2;O75648-3;O75648-4,O75648;O75648-2;O75648-3;O75648-4;A0A2R8Y6L6;A0A2R8Y4R7,MTU1_HUMAN,TRMU,Mitochondrial tRNA-specific 2-thiouridylase 1,,1.59E+06,1.34E+06,2.21E+06,1.66E+06,1.97E+06,,
O75663,O75663;O75663-2,TIPRL_HUMAN,TIPRL,TIP41-like protein,1.02E+07,9.63E+06,8.30E+06,9.78E+06,8.38E+06,9.36E+06,9.73E+06,9.02E+06
O75665;O75665-3,O75665;O75665-3,OFD1_HUMAN,OFD1,Oral-facial-digital syndrome 1 protein,1.16E+06,1.03E+06,1.55E+06,849538,1.47E+06,1.07E+06,1.37E+06,1.08E+06
O75674,O75674;O75674-2;O75674-3;I3L367;I3L4N3;I3L4G0;I3L3T4;J3KQU4;I3L4I4;I3NI44;I3L1Q1,TM1L1_HUMAN,TOM1L1,TOM1-like protein 1,1.90E+06,2.27E+06,2.29E+06,2.12E+06,2.65E+06,2.33E+06,2.29E+06,2.35E+06
O75683,O75683,SURF6_HUMAN,SURF6,Surfeit locus protein 6,1.19E+07,1.53E+07,1.35E+07,1.37E+07,1.23E+07,1.53E+07,1.09E+07,1.39E+07
O75688,O75688;O75688-2;O75688-4;O75688-5;B8ZZF0;A0A3B3IS24;C9JIR6,PPM1B_HUMAN,PPM1B,Protein phosphatase 1B,3.47E+06,3.28E+06,2.56E+06,3.07E+06,2.56E+06,3.01E+06,2.82E+06,3.40E+06
O75691,O75691,UTP20_HUMAN,UTP20,Small subunit processome component 20 homolog,5.81E+06,5.36E+06,6.27E+06,6.20E+06,5.95E+06,5.92E+06,5.63E+06,4.83E+06
O75694,O75694;O75694-2;E9PF10,NU155_HUMAN,NUP155,Nuclear pore complex protein Nup155,2.11E+07,1.90E+07,2.21E+07,1.87E+07,2.28E+07,1.91E+07,2.31E+07,2.03E+07
O75695,O75695,XRP2_HUMAN,RP2,Protein XRP2,4.06E+06,4.82E+06,3.60E+06,4.46E+06,3.97E+06,4.00E+06,3.19E+06,2.95E+06
O75717,O75717;O75717-2,WDHD1_HUMAN,WDHD1,WD repeat and HMG-box DNA-binding protein 1,8.15E+06,8.92E+06,8.03E+06,8.98E+06,7.86E+06,8.62E+06,7.91E+06,9.50E+06
